price,area,rooms,zipcode,price_per_area,neighborhood
249000.0,64.0,3.0,13505.0,3890.625,Reinickendorf
1295000.0,136.06,4.0,10405.0,9517.859767749522,Pankow
770000.0,120.0,4.0,12161.0,6416.666666666667,Tempelhof-Schöneberg
349000.0,158.0,5.0,12103.0,2208.8607594936707,Tempelhof-Schöneberg
494990.0,126.0,4.0,12157.0,3928.492063492064,Tempelhof-Schöneberg
207500.0,34.02,1.0,10715.0,6099.353321575543,Charlottenburg-Wilmersdorf
560000.0,89.0,3.0,13507.0,6292.134831460674,Reinickendorf
788000.0,68.56,2.0,10317.0,11493.582263710618,Lichtenberg
247000.0,31.2,1.0,10317.0,7916.666666666667,Lichtenberg
990000.0,130.0,5.0,14059.0,7615.384615384615,Charlottenburg-Wilmersdorf
370000.0,59.0,2.0,10715.0,6271.186440677966,Charlottenburg-Wilmersdorf
185000.0,28.85,1.0,12203.0,6412.478336221837,Steglitz-Zehlendorf
398000.0,76.92,2.0,14129.0,5174.206968278731,Steglitz-Zehlendorf
271100.0,78.37,3.0,12487.0,3459.231848921781,Treptow-Köpenick
995000.0,155.51,5.0,12159.0,6398.30235997685,Tempelhof-Schöneberg
269000.0,64.31,2.0,12527.0,4182.864251282848,Treptow-Köpenick
599000.0,188.0,6.0,12249.0,3186.1702127659573,Tempelhof-Schöneberg
444900.0,66.83,3.0,10707.0,6657.189884782284,Charlottenburg-Wilmersdorf
449000.0,124.0,3.0,13503.0,3620.967741935484,Reinickendorf
399900.0,70.0,2.0,10247.0,5712.857142857143,Pankow
699000.0,100.63,4.0,12683.0,6946.2386962138535,Marzahn-Hellersdorf
850000.0,95.0,3.0,10179.0,8947.368421052632,Friedrichshain-Kreuzberg
259000.0,83.0,3.0,12277.0,3120.481927710844,Tempelhof-Schöneberg
339900.0,60.73,2.0,13357.0,5596.904330643833,Mitte
890000.0,65.0,2.0,10405.0,13692.307692307691,Pankow
439900.0,90.0,3.0,13359.0,4887.777777777777,Mitte
1999000.0,186.0,5.0,10711.0,10747.31182795699,Charlottenburg-Wilmersdorf
695000.0,103.35,3.0,10245.0,6724.721819061442,Friedrichshain-Kreuzberg
839000.0,113.85,3.0,12205.0,7369.345630215196,Steglitz-Zehlendorf
239000.0,71.0,2.0,13158.0,3366.197183098592,Pankow
645000.0,84.0,3.0,10249.0,7678.571428571428,Pankow
469000.0,63.02,2.0,13086.0,7442.081878768645,Pankow
509000.0,74.39,3.0,13086.0,6842.317515795134,Pankow
1398000.0,189.01,6.0,13086.0,7396.434051108407,Pankow
630000.0,122.0,3.0,14167.0,5163.934426229508,Steglitz-Zehlendorf
499000.0,108.0,4.0,12524.0,4620.37037037037,Treptow-Köpenick
349000.0,86.0,3.0,13583.0,4058.139534883721,Spandau
335000.0,82.0,3.0,12489.0,4085.3658536585367,Treptow-Köpenick
298000.0,58.49,2.0,12053.0,5094.888015045307,Neukölln
189435.0,21.9,1.0,13088.0,8650.0,Pankow
196470.0,22.2,2.0,13088.0,8850.0,Pankow
238000.0,35.0,1.0,10559.0,6800.0,Mitte
695000.0,94.0,4.0,14169.0,7393.617021276596,Steglitz-Zehlendorf
260000.0,31.5,3.0,13088.0,8253.968253968254,Pankow
330000.0,88.0,3.0,14193.0,3750.0,Steglitz-Zehlendorf
225000.0,41.0,1.0,13357.0,5487.804878048781,Mitte
999900.0,152.0,5.0,10247.0,6578.289473684211,Pankow
1001000.0,83.83,3.0,10719.0,11940.832637480617,Charlottenburg-Wilmersdorf
750000.0,85.68,3.0,10435.0,8753.501400560224,Pankow
679970.0,100.19,3.0,12349.0,6786.805070366304,Neukölln
299000.0,45.0,2.0,12459.0,6644.444444444444,Treptow-Köpenick
342000.0,62.0,2.0,12207.0,5516.129032258064,Steglitz-Zehlendorf
439000.0,97.0,4.0,12685.0,4525.773195876289,Marzahn-Hellersdorf
419000.0,86.0,3.0,13439.0,4872.093023255814,Reinickendorf
885000.0,132.0,3.0,14055.0,6704.545454545455,Charlottenburg-Wilmersdorf
1580000.0,331.0,7.0,10555.0,4773.413897280967,Mitte
1390000.0,118.0,4.0,10405.0,11779.661016949152,Pankow
465000.0,66.0,3.0,10625.0,7045.454545454545,Charlottenburg-Wilmersdorf
220000.0,96.0,4.0,13439.0,2291.6666666666665,Reinickendorf
270000.0,68.0,3.0,12159.0,3970.5882352941176,Tempelhof-Schöneberg
467000.0,66.0,3.0,10777.0,7075.757575757576,Tempelhof-Schöneberg
459000.0,90.0,3.0,12683.0,5100.0,Marzahn-Hellersdorf
458000.0,76.58,3.0,12105.0,5980.673805171063,Tempelhof-Schöneberg
448000.0,76.58,3.0,12105.0,5850.091407678245,Tempelhof-Schöneberg
275000.0,43.43,1.0,12105.0,6332.028551692379,Tempelhof-Schöneberg
345000.0,56.76,2.0,12105.0,6078.224101479916,Tempelhof-Schöneberg
1439000.0,129.17,3.0,10245.0,11140.357668189208,Friedrichshain-Kreuzberg
2499000.0,201.85,4.0,10245.0,12380.480554867476,Friedrichshain-Kreuzberg
439000.0,57.13,2.0,10245.0,7684.22895151409,Friedrichshain-Kreuzberg
499000.0,51.41,2.0,10245.0,9706.28282435324,Friedrichshain-Kreuzberg
880040.0,62.86,2.0,10997.0,14000.0,Friedrichshain-Kreuzberg
549000.0,62.0,2.0,10247.0,8854.838709677419,Pankow
394000.0,100.04,3.0,10365.0,3938.4246301479407,Lichtenberg
165000.0,38.0,1.0,14195.0,4342.105263157895,Steglitz-Zehlendorf
919000.0,110.93,4.0,10711.0,8284.50374109799,Charlottenburg-Wilmersdorf
499000.0,62.08,2.0,10711.0,8038.015463917526,Charlottenburg-Wilmersdorf
439000.0,61.65,2.0,10711.0,7120.8434712084345,Charlottenburg-Wilmersdorf
208000.0,42.4,1.0,13403.0,4905.660377358491,Reinickendorf
359000.0,90.11,3.0,10315.0,3984.019531683498,Lichtenberg
486048.0,101.26,4.0,10713.0,4800.0,Charlottenburg-Wilmersdorf
395000.0,62.16,2.0,10435.0,6354.568854568855,Pankow
598000.0,90.76,3.0,10439.0,6588.805641251653,Pankow
595000.0,112.05,4.0,12555.0,5310.129406514949,Marzahn-Hellersdorf
620000.0,95.76,3.0,10439.0,6474.519632414369,Pankow
499000.0,70.85,2.0,10439.0,7043.048694424841,Pankow
418000.0,56.5,2.0,10439.0,7398.230088495575,Pankow
290000.0,69.04,2.0,12351.0,4200.463499420625,Neukölln
385000.0,80.13,3.0,10713.0,4804.692374890803,Charlottenburg-Wilmersdorf
498000.0,74.0,2.0,10717.0,6729.72972972973,Charlottenburg-Wilmersdorf
269000.0,42.0,1.0,10717.0,6404.761904761905,Charlottenburg-Wilmersdorf
325000.0,68.53,2.0,13351.0,4742.448562673282,Mitte
