price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,price_per_sqm
235000,apartment,interior,1,59.0,True,False,Palos de Moguer,Arganzuela,3983.0508474576272
315000,apartment,exterior,3,72.0,True,False,Delicias,Arganzuela,4375.0
530000,apartment,exterior,2,133.0,True,False,Palos de Moguer,Arganzuela,3984.9624060150377
310000,apartment,exterior,3,72.0,True,False,Delicias,Arganzuela,4305.555555555556
387900,apartment,exterior,1,64.0,True,True,Legazpi,Arganzuela,6060.9375
729000,apartment,exterior,5,175.0,True,False,Imperial,Arganzuela,4165.714285714285
243000,apartment,exterior,3,55.0,False,False,Legazpi,Arganzuela,4418.181818181818
460000,apartment,exterior,4,125.0,True,False,Delicias,Arganzuela,3680.0
458000,apartment,exterior,2,71.0,True,True,Imperial,Arganzuela,6450.704225352113
475000,apartment,exterior,2,95.0,True,True,Legazpi,Arganzuela,5000.0
357000,apartment,exterior,1,86.0,True,True,Legazpi,Arganzuela,4151.162790697675
550000,apartment,interior,3,130.0,True,False,Imperial,Arganzuela,4230.7692307692305
475000,apartment,exterior,2,105.0,True,True,Legazpi,Arganzuela,4523.809523809524
293000,apartment,interior,3,74.0,True,False,Palos de Moguer,Arganzuela,3959.4594594594596
282900,apartment,exterior,2,47.0,True,False,Acacias,Arganzuela,6019.148936170212
235000,apartment,interior,1,36.0,True,False,Delicias,Arganzuela,6527.777777777777
385000,apartment,interior,2,98.0,True,False,Legazpi,Arganzuela,3928.5714285714284
390000,apartment,exterior,3,95.0,True,False,Chopera,Arganzuela,4105.263157894737
575000,apartment,interior,3,143.0,True,True,Acacias,Arganzuela,4020.979020979021
780000,apartment,exterior,4,160.0,True,False,Imperial,Arganzuela,4875.0
210000,apartment,exterior,2,53.0,False,False,Legazpi,Arganzuela,3962.264150943396
569000,apartment,interior,3,115.0,True,True,Legazpi,Arganzuela,4947.826086956522
370000,apartment,exterior,3,103.0,True,False,Palos de Moguer,Arganzuela,3592.233009708738
375000,apartment,interior,3,99.0,True,False,Palos de Moguer,Arganzuela,3787.878787878788
399000,apartment,exterior,3,86.0,False,False,Delicias,Arganzuela,4639.53488372093
1150000,apartment,exterior,4,209.0,True,True,Legazpi,Arganzuela,5502.392344497608
275000,apartment,exterior,2,94.0,True,False,Imperial,Arganzuela,2925.531914893617
410000,apartment,exterior,3,117.0,True,False,Imperial,Arganzuela,3504.2735042735044
320000,apartment,exterior,3,82.0,True,False,Chopera,Arganzuela,3902.439024390244
470000,apartment,exterior,3,121.0,True,False,Acacias,Arganzuela,3884.2975206611573
375000,apartment,interior,3,82.0,True,False,Chopera,Arganzuela,4573.170731707317
385000,apartment,interior,3,93.0,True,False,Acacias,Arganzuela,4139.784946236559
249000,apartment,interior,2,54.0,True,False,Palos de Moguer,Arganzuela,4611.111111111111
410000,apartment,interior,2,69.0,True,True,Delicias,Arganzuela,5942.028985507246
530000,apartment,exterior,4,104.0,True,False,Palos de Moguer,Arganzuela,5096.153846153846
510000,apartment,exterior,3,108.0,True,False,Palos de Moguer,Arganzuela,4722.222222222223
395000,apartment,exterior,1,76.0,True,False,Chopera,Arganzuela,5197.368421052632
315000,apartment,exterior,3,78.0,True,False,Chopera,Arganzuela,4038.4615384615386
370000,apartment,exterior,2,92.0,True,False,Legazpi,Arganzuela,4021.7391304347825
139000,apartment,interior,1,32.0,False,False,Delicias,Arganzuela,4343.75
175000,apartment,interior,1,45.0,True,False,Delicias,Arganzuela,3888.8888888888887
397000,apartment,interior,3,77.0,True,False,Acacias,Arganzuela,5155.8441558441555
239000,apartment,interior,2,57.0,False,False,Imperial,Arganzuela,4192.982456140351
350000,apartment,exterior,1,63.0,False,False,Delicias,Arganzuela,5555.555555555556
155000,apartment,interior,1,53.0,True,False,Chopera,Arganzuela,2924.5283018867926
309000,apartment,exterior,3,80.0,True,False,Delicias,Arganzuela,3862.5
390000,apartment,exterior,2,85.0,True,False,Palos de Moguer,Arganzuela,4588.235294117647
190000,apartment,exterior,3,53.0,True,False,Chopera,Arganzuela,3584.9056603773583
340000,apartment,interior,2,57.0,True,False,Acacias,Arganzuela,5964.912280701755
165000,apartment,interior,1,30.0,True,False,Palos de Moguer,Arganzuela,5500.0
455000,apartment,exterior,3,105.0,True,False,Acacias,Arganzuela,4333.333333333333
225000,apartment,interior,2,58.0,False,False,Palos de Moguer,Arganzuela,3879.310344827586
498000,apartment,exterior,3,143.0,True,True,Imperial,Arganzuela,3482.5174825174827
335000,apartment,exterior,1,61.0,True,True,Acacias,Arganzuela,5491.803278688524
340000,apartment,exterior,1,60.0,True,True,Acacias,Arganzuela,5666.666666666667
240000,apartment,interior,1,54.0,True,False,Acacias,Arganzuela,4444.444444444444
450000,apartment,exterior,3,98.0,True,False,Legazpi,Arganzuela,4591.836734693878
348000,apartment,exterior,1,60.0,True,True,Acacias,Arganzuela,5800.0
355000,apartment,exterior,3,82.0,True,False,Acacias,Arganzuela,4329.268292682927
525000,apartment,exterior,4,136.0,True,False,Palos de Moguer,Arganzuela,3860.294117647059
390000,apartment,exterior,3,107.0,True,False,Palos de Moguer,Arganzuela,3644.8598130841124
499000,apartment,exterior,2,102.0,True,False,Imperial,Arganzuela,4892.156862745098
144800,apartment,interior,2,40.0,False,False,Delicias,Arganzuela,3620.0
280000,apartment,interior,3,73.0,True,False,Chopera,Arganzuela,3835.6164383561645
313000,apartment,exterior,2,67.0,True,False,Imperial,Arganzuela,4671.641791044776
190000,apartment,interior,2,44.0,True,False,Chopera,Arganzuela,4318.181818181818
900000,apartment,exterior,8,254.0,True,False,Palos de Moguer,Arganzuela,3543.3070866141734
219000,apartment,interior,2,53.0,True,False,Palos de Moguer,Arganzuela,4132.075471698113
168800,apartment,interior,2,37.0,True,False,Palos de Moguer,Arganzuela,4562.1621621621625
698000,apartment,exterior,4,130.0,True,True,Acacias,Arganzuela,5369.2307692307695
610000,apartment,exterior,3,131.0,True,False,Palos de Moguer,Arganzuela,4656.488549618321
299000,apartment,interior,3,76.0,True,False,Chopera,Arganzuela,3934.2105263157896
335000,apartment,exterior,3,79.0,False,False,Palos de Moguer,Arganzuela,4240.506329113924
115000,apartment,interior,1,21.0,True,False,Acacias,Arganzuela,5476.190476190476
399000,apartment,exterior,2,83.0,True,True,Delicias,Arganzuela,4807.22891566265
420000,apartment,exterior,2,86.0,True,True,Palos de Moguer,Arganzuela,4883.720930232558
325000,apartment,exterior,2,50.0,True,False,Palos de Moguer,Arganzuela,6500.0
209900,apartment,exterior,2,53.0,False,False,Legazpi,Arganzuela,3960.377358490566
379000,apartment,interior,3,108.0,True,False,Chopera,Arganzuela,3509.259259259259
365000,apartment,exterior,1,69.0,True,False,Palos de Moguer,Arganzuela,5289.855072463768
365000,apartment,exterior,1,69.0,True,False,Palos de Moguer,Arganzuela,5289.855072463768
397000,apartment,exterior,3,100.0,True,False,Palos de Moguer,Arganzuela,3970.0
149000,apartment,interior,1,32.0,False,False,Acacias,Arganzuela,4656.25
415000,apartment,exterior,3,72.0,True,False,Acacias,Arganzuela,5763.888888888889
767000,apartment,exterior,3,115.0,True,True,Acacias,Arganzuela,6669.565217391304
355000,apartment,exterior,3,79.0,True,False,Acacias,Arganzuela,4493.670886075949
885000,apartment,exterior,4,148.0,True,True,Acacias,Arganzuela,5979.72972972973
190000,apartment,interior,2,50.0,True,False,Imperial,Arganzuela,3800.0
159900,apartment,interior,1,38.0,True,False,Palos de Moguer,Arganzuela,4207.894736842105
293000,apartment,exterior,2,77.0,False,False,Palos de Moguer,Arganzuela,3805.194805194805
429999,apartment,exterior,2,118.0,True,True,Legazpi,Arganzuela,3644.0593220338983
190000,apartment,exterior,1,48.0,False,False,Imperial,Arganzuela,3958.3333333333335
410000,apartment,interior,2,84.0,True,True,Palos de Moguer,Arganzuela,4880.952380952381
520000,apartment,exterior,4,149.0,True,False,Delicias,Arganzuela,3489.93288590604
135000,apartment,interior,1,32.0,False,False,Delicias,Arganzuela,4218.75
350000,apartment,exterior,1,93.0,True,True,Legazpi,Arganzuela,3763.440860215054
330000,apartment,exterior,3,108.0,False,False,Chopera,Arganzuela,3055.5555555555557
249000,apartment,interior,2,44.0,True,False,Palos de Moguer,Arganzuela,5659.090909090909
545000,apartment,exterior,3,143.0,True,True,Delicias,Arganzuela,3811.188811188811
230000,apartment,exterior,3,80.0,True,False,Acacias,Arganzuela,2875.0
229000,apartment,exterior,3,66.0,False,False,Imperial,Arganzuela,3469.6969696969695
169000,apartment,interior,2,35.0,True,False,Delicias,Arganzuela,4828.571428571428
220000,apartment,exterior,2,64.0,True,False,Palos de Moguer,Arganzuela,3437.5
159000,apartment,exterior,1,41.0,True,False,Delicias,Arganzuela,3878.048780487805
439900,apartment,interior,3,101.0,True,False,Delicias,Arganzuela,4355.445544554455
320000,apartment,exterior,1,93.0,True,True,Legazpi,Arganzuela,3440.8602150537636
160000,apartment,exterior,2,44.0,True,False,Delicias,Arganzuela,3636.3636363636365
229100,apartment,exterior,1,49.0,True,False,Delicias,Arganzuela,4675.510204081633
103000,apartment,exterior,1,22.0,True,False,Acacias,Arganzuela,4681.818181818182
259000,apartment,exterior,2,56.0,True,False,Delicias,Arganzuela,4625.0
210000,apartment,interior,1,50.0,True,False,Palos de Moguer,Arganzuela,4200.0
380000,apartment,exterior,3,89.0,True,False,Legazpi,Arganzuela,4269.662921348315
519000,apartment,exterior,4,115.0,True,False,Chopera,Arganzuela,4513.04347826087
379000,apartment,exterior,3,98.0,True,False,Chopera,Arganzuela,3867.3469387755104
180000,apartment,interior,1,50.0,False,False,Imperial,Arganzuela,3600.0
395000,apartment,exterior,4,185.0,False,True,Imperial,Arganzuela,2135.135135135135
243999,apartment,interior,1,60.0,True,False,Chopera,Arganzuela,4066.65
179000,apartment,interior,1,40.0,True,False,Delicias,Arganzuela,4475.0
475000,apartment,exterior,5,136.0,False,False,Delicias,Arganzuela,3492.6470588235293
440000,apartment,exterior,3,90.0,True,False,Legazpi,Arganzuela,4888.888888888889
450000,apartment,exterior,4,128.0,True,False,Palos de Moguer,Arganzuela,3515.625
450000,apartment,exterior,4,126.0,True,False,Palos de Moguer,Arganzuela,3571.4285714285716
380000,apartment,exterior,4,98.0,True,False,Chopera,Arganzuela,3877.5510204081634
515000,apartment,exterior,4,131.0,True,False,Chopera,Arganzuela,3931.297709923664
175000,apartment,interior,1,45.0,False,False,Delicias,Arganzuela,3888.8888888888887
223000,apartment,interior,2,54.0,True,False,Acacias,Arganzuela,4129.62962962963
545000,apartment,exterior,4,114.0,True,True,Palos de Moguer,Arganzuela,4780.701754385965
278000,apartment,exterior,3,73.0,True,False,Chopera,Arganzuela,3808.219178082192
309900,apartment,exterior,1,57.0,True,True,Legazpi,Arganzuela,5436.8421052631575
72000,apartment,exterior,2,36.0,False,False,Delicias,Arganzuela,2000.0
315000,apartment,interior,3,72.0,True,False,Delicias,Arganzuela,4375.0
640000,apartment,exterior,3,123.0,True,True,Legazpi,Arganzuela,5203.252032520325
225000,apartment,interior,1,40.0,True,False,Delicias,Arganzuela,5625.0
162500,apartment,exterior,3,53.0,True,False,Chopera,Arganzuela,3066.0377358490564
285000,apartment,interior,3,74.0,True,False,Acacias,Arganzuela,3851.3513513513512
280000,apartment,exterior,1,71.0,False,False,Acacias,Arganzuela,3943.6619718309857
399000,apartment,exterior,2,80.0,True,True,Legazpi,Arganzuela,4987.5
295000,apartment,exterior,1,79.0,True,False,Legazpi,Arganzuela,3734.1772151898736
525000,apartment,exterior,4,126.0,True,False,Palos de Moguer,Arganzuela,4166.666666666667
315000,apartment,exterior,3,85.0,True,False,Delicias,Arganzuela,3705.8823529411766
599000,apartment,exterior,3,72.0,True,False,Delicias,Arganzuela,8319.444444444445
440000,apartment,exterior,5,139.0,True,False,Imperial,Arganzuela,3165.4676258992804
219000,apartment,exterior,2,58.0,True,False,Chopera,Arganzuela,3775.862068965517
295000,apartment,interior,2,60.0,True,False,Palos de Moguer,Arganzuela,4916.666666666667
535000,apartment,exterior,2,75.0,True,True,Delicias,Arganzuela,7133.333333333333
330000,apartment,exterior,1,65.0,True,True,Imperial,Arganzuela,5076.923076923077
235000,apartment,exterior,1,37.0,False,False,Acacias,Arganzuela,6351.351351351352
800000,apartment,exterior,4,140.0,True,False,Acacias,Arganzuela,5714.285714285715
130000,apartment,interior,2,34.0,False,False,Palos de Moguer,Arganzuela,3823.529411764706
443000,apartment,exterior,3,108.0,True,False,Acacias,Arganzuela,4101.851851851852
364000,apartment,interior,3,90.0,True,False,Palos de Moguer,Arganzuela,4044.4444444444443
700000,apartment,exterior,3,114.0,True,False,Acacias,Arganzuela,6140.350877192983
430000,apartment,exterior,4,108.0,True,False,Palos de Moguer,Arganzuela,3981.4814814814813
359000,apartment,exterior,1,94.0,True,True,Legazpi,Arganzuela,3819.148936170213
485000,apartment,exterior,2,109.0,True,True,Legazpi,Arganzuela,4449.54128440367
375000,apartment,exterior,3,84.0,True,False,Chopera,Arganzuela,4464.285714285715
445000,apartment,exterior,2,92.0,True,True,Legazpi,Arganzuela,4836.95652173913
150000,apartment,exterior,2,45.0,False,False,Acacias,Arganzuela,3333.3333333333335
260000,apartment,exterior,1,46.0,True,False,Acacias,Arganzuela,5652.173913043478
145000,apartment,exterior,1,32.0,False,False,Delicias,Arganzuela,4531.25
749000,apartment,exterior,4,160.0,True,True,Legazpi,Arganzuela,4681.25
203000,apartment,interior,2,52.0,True,False,Delicias,Arganzuela,3903.846153846154
468999,apartment,exterior,2,107.0,True,True,Legazpi,Arganzuela,4383.1682242990655
320000,apartment,exterior,3,70.0,True,True,Delicias,Arganzuela,4571.428571428572
396000,apartment,exterior,2,78.0,True,False,Acacias,Arganzuela,5076.923076923077
450000,apartment,exterior,3,120.0,True,False,Palos de Moguer,Arganzuela,3750.0
295000,apartment,exterior,3,76.0,True,False,Imperial,Arganzuela,3881.5789473684213
399000,apartment,interior,3,90.0,True,False,Delicias,Arganzuela,4433.333333333333
295000,apartment,exterior,2,71.0,True,False,Imperial,Arganzuela,4154.929577464789
239000,apartment,exterior,3,55.0,False,False,Legazpi,Arganzuela,4345.454545454545
675000,apartment,exterior,4,180.0,True,False,Delicias,Arganzuela,3750.0
176500,apartment,exterior,1,52.0,False,False,Palos de Moguer,Arganzuela,3394.230769230769
310000,apartment,exterior,1,74.0,True,False,Legazpi,Arganzuela,4189.189189189189
670000,apartment,exterior,4,169.0,True,True,Acacias,Arganzuela,3964.4970414201184
465000,apartment,exterior,4,120.0,True,False,Chopera,Arganzuela,3875.0
275000,apartment,exterior,2,123.0,True,False,Acacias,Arganzuela,2235.7723577235774
275000,apartment,exterior,1,47.0,False,False,Legazpi,Arganzuela,5851.063829787234
370000,apartment,exterior,1,79.0,True,False,Imperial,Arganzuela,4683.544303797468
387000,apartment,exterior,1,63.0,True,True,Legazpi,Arganzuela,6142.857142857143
138000,apartment,exterior,3,40.0,False,False,Delicias,Arganzuela,3450.0
460000,apartment,exterior,4,150.0,True,False,Delicias,Arganzuela,3066.6666666666665
249000,apartment,interior,2,60.0,True,False,Palos de Moguer,Arganzuela,4150.0
479000,apartment,exterior,4,113.0,True,False,Imperial,Arganzuela,4238.938053097345
175000,apartment,interior,2,45.0,True,False,Delicias,Arganzuela,3888.8888888888887
605000,apartment,exterior,3,124.0,True,True,Imperial,Arganzuela,4879.032258064516
460000,apartment,exterior,5,120.0,True,False,Delicias,Arganzuela,3833.3333333333335
420000,apartment,exterior,1,92.0,True,False,Legazpi,Arganzuela,4565.217391304348
565000,apartment,exterior,3,102.0,True,False,Palos de Moguer,Arganzuela,5539.21568627451
175000,apartment,interior,2,37.0,True,False,Acacias,Arganzuela,4729.72972972973
385000,apartment,interior,4,120.0,True,False,Acacias,Arganzuela,3208.3333333333335
269000,apartment,interior,2,50.0,True,False,Palos de Moguer,Arganzuela,5380.0
475000,apartment,exterior,4,126.0,True,False,Palos de Moguer,Arganzuela,3769.84126984127
520000,apartment,exterior,3,115.0,True,True,Legazpi,Arganzuela,4521.739130434783
240000,apartment,interior,1,60.0,True,False,Acacias,Arganzuela,4000.0
395000,apartment,exterior,2,72.0,True,True,Legazpi,Arganzuela,5486.111111111111
172000,apartment,interior,1,42.0,False,False,Imperial,Arganzuela,4095.2380952380954
320000,apartment,exterior,1,56.0,True,True,Legazpi,Arganzuela,5714.285714285715
199990,apartment,interior,2,45.0,True,False,Palos de Moguer,Arganzuela,4444.222222222223
440000,apartment,exterior,3,105.0,True,False,Imperial,Arganzuela,4190.476190476191
295000,apartment,exterior,3,55.0,True,False,Chopera,Arganzuela,5363.636363636364
340000,apartment,exterior,2,68.0,True,False,Palos de Moguer,Arganzuela,5000.0
170000,apartment,interior,2,32.0,True,False,Palos de Moguer,Arganzuela,5312.5
360000,apartment,exterior,4,105.0,True,False,Delicias,Arganzuela,3428.5714285714284
449000,apartment,exterior,3,86.0,True,False,Imperial,Arganzuela,5220.930232558139
375000,apartment,exterior,2,65.0,False,False,Legazpi,Arganzuela,5769.2307692307695
299000,apartment,exterior,1,59.0,True,True,Legazpi,Arganzuela,5067.796610169492
485000,apartment,exterior,3,113.0,True,False,Chopera,Arganzuela,4292.0353982300885
475000,apartment,exterior,2,60.0,True,True,Legazpi,Arganzuela,7916.666666666667
425000,apartment,exterior,3,72.0,True,False,Acacias,Arganzuela,5902.777777777777
520000,apartment,exterior,3,135.0,True,False,Palos de Moguer,Arganzuela,3851.8518518518517
415000,apartment,exterior,3,57.0,True,False,Palos de Moguer,Arganzuela,7280.701754385965
320000,apartment,exterior,3,71.0,True,False,Palos de Moguer,Arganzuela,4507.042253521126
620000,apartment,exterior,3,126.0,True,True,Imperial,Arganzuela,4920.6349206349205
320000,apartment,exterior,1,52.0,False,False,Palos de Moguer,Arganzuela,6153.846153846154
380000,apartment,exterior,2,72.0,True,False,Palos de Moguer,Arganzuela,5277.777777777777
320000,apartment,exterior,1,60.0,True,False,Acacias,Arganzuela,5333.333333333333
124000,apartment,interior,1,36.0,False,False,Delicias,Arganzuela,3444.4444444444443
345000,apartment,exterior,3,109.0,True,False,Delicias,Arganzuela,3165.137614678899
670000,apartment,exterior,3,119.0,True,False,Acacias,Arganzuela,5630.252100840336
595000,apartment,exterior,3,100.0,True,True,Delicias,Arganzuela,5950.0
538000,apartment,exterior,2,97.0,True,False,Legazpi,Arganzuela,5546.3917525773195
299900,apartment,exterior,3,84.0,True,False,Delicias,Arganzuela,3570.2380952380954
255000,apartment,exterior,1,74.0,False,False,Imperial,Arganzuela,3445.945945945946
272000,apartment,exterior,1,81.0,False,False,Imperial,Arganzuela,3358.0246913580245
299000,apartment,interior,2,56.0,True,False,Palos de Moguer,Arganzuela,5339.285714285715
385000,apartment,exterior,3,87.0,True,False,Legazpi,Arganzuela,4425.287356321839
445000,apartment,exterior,4,112.0,True,False,Delicias,Arganzuela,3973.214285714286
300000,apartment,exterior,3,68.0,True,False,Acacias,Arganzuela,4411.764705882353
410000,apartment,exterior,3,142.0,True,False,Imperial,Arganzuela,2887.323943661972
515000,apartment,exterior,3,112.0,True,False,Chopera,Arganzuela,4598.214285714285
132000,apartment,interior,1,50.0,False,False,Imperial,Arganzuela,2640.0
450000,apartment,exterior,3,113.0,True,True,Delicias,Arganzuela,3982.3008849557523
499000,apartment,exterior,3,121.0,True,False,Acacias,Arganzuela,4123.966942148761
350000,apartment,exterior,3,87.0,True,False,Palos de Moguer,Arganzuela,4022.9885057471265
340000,apartment,exterior,3,80.0,True,False,Palos de Moguer,Arganzuela,4250.0
360000,apartment,interior,3,72.0,True,False,Palos de Moguer,Arganzuela,5000.0
1610000,apartment,exterior,4,384.0,True,False,Palos de Moguer,Arganzuela,4192.708333333333
129000,apartment,interior,2,44.0,True,False,Acacias,Arganzuela,2931.818181818182
145000,apartment,interior,1,43.0,True,False,Delicias,Arganzuela,3372.093023255814
490000,apartment,exterior,4,160.0,False,True,Imperial,Arganzuela,3062.5
175000,apartment,interior,1,32.0,True,False,Delicias,Arganzuela,5468.75
299000,apartment,interior,2,60.0,True,False,Acacias,Arganzuela,4983.333333333333
155000,apartment,interior,2,41.0,True,False,Imperial,Arganzuela,3780.487804878049
349000,apartment,exterior,2,97.0,True,False,Acacias,Arganzuela,3597.938144329897
430000,apartment,exterior,2,80.0,True,True,Legazpi,Arganzuela,5375.0
339000,apartment,interior,2,80.0,True,False,Imperial,Arganzuela,4237.5
189000,apartment,exterior,1,40.0,False,False,Acacias,Arganzuela,4725.0
155000,apartment,interior,1,34.0,False,False,Imperial,Arganzuela,4558.823529411765
350000,apartment,interior,2,62.0,True,False,Chopera,Arganzuela,5645.1612903225805
345000,apartment,interior,4,100.0,True,False,Palos de Moguer,Arganzuela,3450.0
269900,apartment,exterior,3,92.0,False,False,Chopera,Arganzuela,2933.695652173913
440000,apartment,exterior,3,136.0,True,True,Legazpi,Arganzuela,3235.294117647059
140000,apartment,interior,2,41.0,False,False,Imperial,Arganzuela,3414.6341463414633
379000,apartment,exterior,3,101.0,True,False,Delicias,Arganzuela,3752.4752475247524
177000,apartment,exterior,1,36.0,True,False,Palos de Moguer,Arganzuela,4916.666666666667
165000,apartment,interior,1,33.0,True,False,Palos de Moguer,Arganzuela,5000.0
515500,apartment,exterior,2,100.0,True,True,Delicias,Arganzuela,5155.0
555000,apartment,exterior,4,121.0,True,False,Palos de Moguer,Arganzuela,4586.7768595041325
165000,apartment,exterior,3,84.0,True,False,Imperial,Arganzuela,1964.2857142857142
298000,apartment,exterior,1,64.0,True,False,Delicias,Arganzuela,4656.25
480000,apartment,exterior,2,101.0,True,True,Legazpi,Arganzuela,4752.475247524752
398000,apartment,exterior,2,71.0,True,True,Legazpi,Arganzuela,5605.633802816901
387000,apartment,exterior,2,71.0,True,True,Legazpi,Arganzuela,5450.704225352113
410000,apartment,exterior,3,100.0,True,False,Chopera,Arganzuela,4100.0
550000,apartment,interior,4,120.0,True,False,Chopera,Arganzuela,4583.333333333333
230000,apartment,interior,2,53.0,True,False,Delicias,Arganzuela,4339.622641509434
185000,apartment,interior,1,45.0,True,False,Palos de Moguer,Arganzuela,4111.111111111111
144800,apartment,exterior,3,40.0,False,False,Delicias,Arganzuela,3620.0
180000,apartment,interior,1,45.0,True,False,Chopera,Arganzuela,4000.0
392400,apartment,exterior,2,77.0,True,False,Palos de Moguer,Arganzuela,5096.103896103896
373000,apartment,exterior,2,93.0,True,False,Chopera,Arganzuela,4010.7526881720432
545000,apartment,exterior,4,156.0,True,False,Delicias,Arganzuela,3493.5897435897436
373800,apartment,exterior,2,89.0,True,False,Chopera,Arganzuela,4200.0
390000,apartment,exterior,3,90.0,True,False,Chopera,Arganzuela,4333.333333333333
460000,apartment,interior,2,90.0,True,False,Chopera,Arganzuela,5111.111111111111
449900,apartment,exterior,3,106.0,True,False,Palos de Moguer,Arganzuela,4244.33962264151
239000,apartment,interior,3,62.0,True,False,Palos de Moguer,Arganzuela,3854.8387096774195
574500,apartment,exterior,3,118.0,True,True,Imperial,Arganzuela,4868.64406779661
219900,apartment,interior,2,48.0,True,False,Palos de Moguer,Arganzuela,4581.25
355000,apartment,exterior,3,82.0,False,False,Acacias,Arganzuela,4329.268292682927
150000,apartment,exterior,1,30.0,False,False,Palos de Moguer,Arganzuela,5000.0
315000,apartment,exterior,2,45.0,True,False,Imperial,Arganzuela,7000.0
442589,apartment,exterior,2,82.0,True,True,Legazpi,Arganzuela,5397.426829268293
295240,apartment,exterior,1,54.0,True,True,Legazpi,Arganzuela,5467.407407407408
753277,apartment,exterior,3,120.0,True,True,Legazpi,Arganzuela,6277.308333333333
664330,apartment,exterior,3,124.0,True,True,Legazpi,Arganzuela,5357.5
853203,apartment,exterior,4,168.0,True,True,Legazpi,Arganzuela,5078.589285714285
619100,apartment,exterior,3,122.0,True,True,Legazpi,Arganzuela,5074.5901639344265
463308,apartment,exterior,2,88.0,True,True,Legazpi,Arganzuela,5264.863636363636
239000,apartment,interior,1,51.0,True,False,Chopera,Arganzuela,4686.274509803921
265000,apartment,exterior,2,60.0,False,False,Imperial,Arganzuela,4416.666666666667
240000,apartment,exterior,3,54.0,False,False,Legazpi,Arganzuela,4444.444444444444
325000,apartment,exterior,1,63.0,True,True,Delicias,Arganzuela,5158.730158730159
480000,apartment,exterior,3,143.0,True,False,Imperial,Arganzuela,3356.6433566433566
675000,apartment,exterior,7,170.0,True,False,Delicias,Arganzuela,3970.5882352941176
135000,apartment,interior,2,81.0,True,False,Acacias,Arganzuela,1666.6666666666667
443000,apartment,exterior,4,131.0,True,False,Palos de Moguer,Arganzuela,3381.679389312977
177500,apartment,interior,2,50.0,False,False,Imperial,Arganzuela,3550.0
250000,apartment,exterior,1,80.0,True,False,Chopera,Arganzuela,3125.0
230000,apartment,interior,2,42.0,True,False,Palos de Moguer,Arganzuela,5476.190476190476
420000,apartment,exterior,4,110.0,True,False,Delicias,Arganzuela,3818.181818181818
365000,apartment,exterior,1,75.0,True,False,Palos de Moguer,Arganzuela,4866.666666666667
359000,apartment,interior,3,115.0,True,False,Delicias,Arganzuela,3121.7391304347825
395000,apartment,interior,3,80.0,True,False,Delicias,Arganzuela,4937.5
365000,apartment,exterior,1,71.0,True,False,Palos de Moguer,Arganzuela,5140.845070422535
185000,apartment,interior,1,47.0,True,False,Palos de Moguer,Arganzuela,3936.1702127659573
1200000,apartment,exterior,3,225.0,True,True,Acacias,Arganzuela,5333.333333333333
800000,apartment,exterior,4,146.0,True,True,Legazpi,Arganzuela,5479.45205479452
527000,apartment,exterior,4,133.0,True,False,Acacias,Arganzuela,3962.406015037594
